location,area_sqft,bedrooms,bathrooms,stories,age_years,garage,balcony,basement,nearby_school_score,crime_rate,property_type,price
Downtown,2405,5,1,2,20,1,1,0,6.06,1.41,Villa,982410.59
Uptown,1779,3,1,2,23,2,1,1,5.23,0.29,Villa,889478.28
Downtown,2441,3,1,1,1,0,0,1,9.19,1.42,Villa,929938.4
Riverside,2343,4,1,2,15,2,1,1,9.07,0.2,Condo,1019067.56
Hillview,2066,2,2,3,34,0,1,0,5.81,0.44,Villa,889133.65
Downtown,1857,4,1,1,14,2,1,1,8.23,1.39,Condo,887990.65
Hillview,2183,3,2,1,18,1,0,1,8.69,1.0,Apartment,928701.35
Uptown,2403,2,1,2,8,1,0,1,7.79,0.32,Villa,1015002.17
Hillview,3234,2,3,1,3,0,0,1,6.59,0.91,Apartment,1071309.57
Riverside,2617,1,3,3,12,1,1,1,9.4,0.31,Villa,1159748.23
Downtown,2637,2,2,2,30,1,1,0,8.21,1.32,Apartment,937696.34
Lakeview,3799,3,2,1,39,2,0,1,8.6,0.12,Apartment,1246088.44
Riverside,2384,1,1,2,26,2,0,0,8.26,0.82,Apartment,868464.78
Uptown,2367,1,1,3,33,1,1,0,8.61,0.14,Apartment,1021845.6
Suburban,2487,4,2,2,25,1,1,0,5.73,1.06,Villa,998365.05
Suburban,1545,3,1,2,26,1,1,1,9.61,1.41,Townhouse,800897.06
Uptown,1856,1,2,1,17,1,0,1,6.43,1.26,Apartment,776029.61
Lakeview,1822,4,2,1,2,0,1,1,9.18,0.59,Townhouse,972552.21
Lakeview,2456,4,1,1,16,0,0,0,9.47,0.39,Villa,986166.89
Uptown,2004,1,2,1,34,2,1,1,8.26,0.23,Villa,914348.67
Suburban,2176,2,2,1,21,0,1,1,7.99,1.32,Condo,799071.89
Lakeview,2698,2,3,2,30,1,1,1,5.55,0.17,Villa,1111128.2
Hillview,2575,4,1,1,2,2,0,1,7.18,0.96,Villa,1049700.18
Suburban,2011,1,2,2,8,1,1,0,8.06,0.58,Apartment,837916.72
Downtown,1732,5,3,3,11,1,1,0,5.41,1.49,Apartment,899626.28
Lakeview,2724,2,1,3,14,2,1,1,5.56,0.79,Condo,1085343.38
Suburban,2526,1,3,2,39,0,1,1,9.97,0.85,Townhouse,935196.49
Uptown,1217,5,3,1,18,1,1,0,6.66,1.38,Villa,797776.13
Downtown,1928,1,2,2,26,0,1,0,6.75,1.46,Villa,753348.1
Suburban,2191,1,3,3,25,1,0,1,6.26,0.9,Townhouse,890839.01
Suburban,2528,5,3,2,16,0,0,0,8.23,1.2,Apartment,1007369.44
Suburban,2601,3,1,3,38,2,0,0,7.37,0.97,Condo,981583.86
Hillview,2256,3,3,3,8,1,1,1,8.95,0.67,Condo,1098850.21
Lakeview,2422,4,1,1,1,0,0,0,7.56,0.13,Townhouse,1002859.63
Lakeview,2135,4,1,1,29,1,0,0,5.08,1.09,Townhouse,863351.07
Uptown,1729,4,1,1,26,1,1,1,7.41,1.07,Apartment,790689.32
Suburban,1956,1,2,1,10,1,0,1,5.28,0.22,Condo,760140.82
Lakeview,2110,3,3,1,34,0,0,0,9.13,0.38,Townhouse,927086.39
Old Town,2081,2,2,2,6,1,0,1,5.57,1.11,Condo,828052.19
Old Town,1063,5,2,2,10,0,0,0,6.08,0.27,Condo,669288.49
Hillview,1881,3,1,2,6,0,0,0,7.3,1.05,Townhouse,886275.87
Uptown,2131,1,2,3,7,1,1,0,5.98,1.09,Villa,972679.63
Lakeview,1945,5,2,3,29,1,1,1,7.7,0.56,Townhouse,1022926.84
Hillview,1964,2,2,3,28,0,1,0,7.3,0.42,Townhouse,900394.54
Hillview,2368,2,1,3,25,0,0,0,9.76,0.59,Villa,1036371.22
Uptown,1507,5,1,2,34,1,1,1,5.44,0.57,Townhouse,814003.72
Suburban,1205,4,3,3,2,2,0,1,7.88,0.93,Condo,899514.99
Riverside,1909,5,2,2,24,2,0,1,8.6,1.13,Apartment,937635.09
Hillview,2520,4,2,1,4,0,1,1,5.64,1.3,Townhouse,993720.29
Downtown,3028,5,1,1,38,2,0,0,8.18,0.09,Condo,1087647.67
Riverside,2530,1,3,1,25,1,0,1,9.32,1.1,Villa,1040313.88
Uptown,1292,3,2,3,30,1,0,0,8.94,0.51,Villa,904026.88
Lakeview,1972,2,2,1,22,0,0,1,9.68,1.27,Apartment,805624.89
Old Town,2241,2,3,3,15,0,1,1,8.6,0.16,Villa,1092142.41
Riverside,2198,2,1,3,27,2,0,0,6.97,0.85,Townhouse,945106.97
Old Town,2397,2,2,2,33,0,0,0,9.6,0.85,Condo,890363.69
Hillview,1596,3,3,3,7,0,0,1,6.13,0.52,Townhouse,933845.84
Old Town,2136,5,2,3,34,0,1,1,7.92,1.46,Villa,948953.83
Downtown,2331,4,1,3,29,2,1,0,8.83,0.21,Condo,1016870.6
Old Town,2554,2,1,2,3,2,1,0,9.36,0.25,Apartment,991276.26
Riverside,1657,3,1,1,37,0,1,1,9.58,0.98,Apartment,768729.26
Hillview,1910,3,2,1,7,2,0,1,5.42,0.8,Townhouse,886692.72
Lakeview,613,2,2,3,24,2,1,0,8.63,0.43,Condo,798669.29
Lakeview,1758,3,1,3,5,1,0,1,6.02,0.49,Apartment,930270.52
Hillview,1812,4,3,2,7,1,1,0,8.9,0.28,Apartment,995075.22
Riverside,1539,2,1,1,25,0,1,0,8.5,1.31,Townhouse,702213.92
Old Town,2191,3,2,3,27,0,0,0,5.91,0.88,Townhouse,906044.88
Suburban,2069,4,3,1,27,2,0,1,9.16,0.41,Townhouse,977815.45
Lakeview,857,3,1,2,13,0,1,0,7.31,0.62,Villa,711715.61
Uptown,2219,2,1,2,32,1,0,0,7.72,1.36,Apartment,837531.26
Uptown,1589,3,1,1,1,1,0,0,9.86,1.34,Villa,774122.3
Riverside,2367,4,2,1,34,0,0,0,8.28,0.15,Villa,962870.8
Riverside,1395,2,1,1,12,2,0,0,7.94,1.0,Villa,756510.95
Uptown,2117,3,3,3,24,2,0,1,5.08,0.27,Condo,1011672.78
Old Town,1944,4,1,3,36,2,0,1,6.0,0.36,Apartment,887936.86
Hillview,2267,2,3,2,10,1,0,0,5.13,1.3,Villa,947573.09
Old Town,2169,2,2,2,16,0,0,1,6.67,1.35,Apartment,743694.45
Old Town,1960,5,1,2,33,0,1,1,6.72,0.17,Townhouse,907364.87
Hillview,1255,2,1,2,34,1,1,0,7.65,1.32,Condo,677104.28
Uptown,1288,3,1,2,9,2,1,0,8.45,1.11,Condo,775195.75
Riverside,1779,1,1,2,20,0,0,1,5.9,1.17,Apartment,714369.57
Uptown,2095,5,1,2,13,2,0,0,8.01,1.2,Villa,1032167.51
Suburban,1765,3,2,2,20,0,0,0,9.58,0.79,Townhouse,848526.65
Riverside,2444,4,1,2,15,2,1,0,5.93,1.42,Apartment,941954.24
Lakeview,1946,4,3,3,0,1,0,1,8.3,0.34,Townhouse,1074805.29
Lakeview,1569,2,1,1,36,1,0,1,5.23,0.78,Apartment,674597.64
Lakeview,1947,2,1,1,25,1,1,0,7.66,0.51,Apartment,841629.6
Riverside,2224,4,1,2,18,1,0,0,8.71,1.24,Apartment,886391.45
Uptown,2279,5,1,1,4,0,1,1,5.17,0.17,Condo,889061.67
Lakeview,3133,1,3,1,2,1,0,1,6.67,0.68,Townhouse,1096705.1
Lakeview,1732,5,1,3,19,2,1,0,9.39,1.17,Condo,997511.43
Downtown,2060,5,1,2,25,0,1,0,6.13,0.5,Townhouse,908589.3
Uptown,2334,1,3,2,10,2,1,0,8.61,0.4,Condo,986866.19
Lakeview,2087,1,2,3,29,1,1,0,8.06,0.43,Villa,934125.58
Uptown,1825,4,1,1,15,2,1,1,5.82,1.08,Condo,848730.8
Suburban,1248,5,3,2,0,2,0,1,8.71,0.47,Apartment,874965.45
Uptown,1819,2,1,1,21,0,0,1,7.66,0.63,Townhouse,755970.24
Downtown,1509,4,1,2,7,0,0,1,5.56,0.84,Condo,699239.11
Old Town,1150,5,2,1,0,2,0,1,9.75,1.41,Condo,807172.82
Hillview,1662,2,3,3,5,0,1,1,7.46,1.2,Villa,955118.46
Old Town,1524,2,1,1,11,1,0,0,8.73,0.32,Apartment,702674.86
Hillview,2421,5,3,1,20,2,0,0,6.09,1.33,Townhouse,1017966.38
Suburban,2431,2,1,1,39,1,0,1,5.69,1.27,Apartment,706275.95
Hillview,1603,3,3,1,8,0,0,0,8.71,1.13,Condo,787310.85
Hillview,1957,3,1,1,2,0,1,1,8.37,0.8,Townhouse,861966.82
Hillview,1078,3,2,1,7,2,0,0,6.37,0.15,Townhouse,734321.43
Riverside,1828,2,2,3,12,2,0,0,8.73,1.08,Villa,950252.21
Riverside,2319,4,1,3,8,1,1,0,7.52,0.8,Apartment,991374.99
Suburban,2554,4,2,3,12,1,0,0,6.74,0.5,Townhouse,1075280.96
Old Town,1708,2,3,3,38,2,0,0,8.93,0.06,Villa,916034.9
Hillview,2679,3,2,3,15,2,1,0,8.08,0.39,Villa,1192999.12
Riverside,1266,1,2,2,25,1,1,0,7.54,0.93,Apartment,694268.59
Riverside,1414,2,3,2,27,1,0,0,8.87,0.21,Villa,835017.92
Riverside,2490,5,3,2,5,2,1,1,7.72,1.0,Condo,1106779.18
Suburban,3019,3,1,1,9,2,0,0,9.69,1.24,Condo,1034483.8
Hillview,2371,4,3,2,16,1,0,1,9.09,0.51,Villa,1142260.22
Uptown,2078,5,3,3,18,2,0,0,6.79,0.17,Apartment,1089294.94
Riverside,893,4,3,1,0,0,1,1,7.32,0.25,Apartment,717507.45
Lakeview,988,4,3,3,25,2,1,1,9.79,0.57,Apartment,928043.44
Old Town,2171,4,3,3,12,0,1,1,9.48,1.23,Apartment,973462.26
Suburban,1903,3,3,2,12,0,0,1,5.96,0.97,Townhouse,853719.21
Riverside,1492,4,1,2,24,1,0,0,6.37,1.31,Townhouse,742259.32
Downtown,2136,2,3,1,37,0,0,1,6.82,1.49,Condo,769059.2
Downtown,2163,5,1,1,34,1,0,0,9.4,0.34,Villa,985491.4
Riverside,2619,1,2,1,39,2,0,1,9.64,1.06,Condo,966718.09
Old Town,2175,5,3,3,16,2,1,0,9.01,0.73,Apartment,1055797.67
Uptown,2776,5,1,2,4,1,1,0,6.38,0.77,Apartment,1035489.2
Downtown,2104,1,3,1,8,1,1,1,9.44,0.52,Condo,908016.29
Uptown,2037,4,2,2,13,1,0,1,5.16,0.55,Condo,873293.46
Suburban,2685,5,1,3,12,0,0,1,7.11,1.03,Townhouse,1095012.04
Downtown,1562,3,1,1,8,2,0,1,6.89,0.95,Townhouse,773137.87
Hillview,3648,2,2,1,6,0,1,1,7.68,0.51,Townhouse,1155178.65
Uptown,2306,5,2,3,7,1,1,1,7.8,0.22,Condo,1093710.62
Hillview,2309,3,2,3,26,2,0,1,6.13,0.89,Apartment,997720.81
Downtown,2389,1,1,2,19,2,1,0,6.02,1.12,Apartment,841439.77
Downtown,3132,2,1,3,1,1,1,1,9.02,0.86,Apartment,1185511.83
Riverside,2536,4,1,2,22,0,0,1,5.38,0.06,Villa,950061.55
Old Town,1217,3,1,2,33,2,0,1,7.47,0.46,Apartment,664996.64
Lakeview,2872,2,3,1,17,2,0,1,5.96,1.18,Townhouse,1063354.6
Riverside,1913,4,1,3,12,1,1,1,6.6,1.13,Apartment,892059.84
Suburban,2159,1,3,3,10,0,0,1,6.39,0.07,Townhouse,931046.38
Lakeview,1396,2,1,1,15,1,0,0,8.54,0.73,Townhouse,758870.91
Suburban,2389,3,2,3,11,1,1,1,7.28,0.68,Apartment,1007637.79
Downtown,1742,1,3,3,36,2,0,1,6.5,1.0,Villa,910189.56
Riverside,2155,2,2,1,39,2,0,1,9.16,0.23,Townhouse,883958.85
Riverside,1944,5,1,1,13,0,1,1,5.43,0.95,Apartment,743217.62
Hillview,3159,5,2,2,36,0,1,1,8.83,1.42,Townhouse,1147709.29
Lakeview,3190,5,1,2,34,2,1,0,6.24,0.59,Condo,1124490.88
Lakeview,2126,2,3,2,3,0,1,1,9.59,0.54,Villa,1070010.14
Riverside,2135,1,3,2,19,1,1,1,5.03,0.09,Apartment,829532.13
Lakeview,1895,5,2,3,26,0,1,1,7.78,0.13,Townhouse,1027121.0
Hillview,2708,2,2,2,16,1,1,1,8.11,1.4,Condo,1022113.13
Downtown,1919,4,2,1,18,1,0,1,7.89,1.46,Villa,895228.62
Lakeview,1868,1,3,1,19,0,0,1,9.08,0.06,Condo,883614.11
Downtown,2638,4,2,3,27,1,1,0,5.56,1.36,Condo,1004076.5
Hillview,1804,3,3,3,11,1,0,1,7.08,0.3,Villa,1019432.7
Uptown,2079,5,2,2,23,0,1,1,9.32,0.86,Townhouse,1039732.0
Suburban,1230,1,1,1,9,2,0,1,9.44,1.03,Apartment,656199.18
Suburban,2487,3,3,1,35,2,1,0,7.49,0.57,Townhouse,1007138.26
Old Town,3167,5,2,1,3,1,1,1,7.79,0.82,Condo,1100331.82
Lakeview,2497,2,3,1,2,0,0,0,8.82,0.96,Condo,972653.26
Suburban,2904,4,2,2,1,1,0,0,8.9,0.33,Apartment,1099851.32
Hillview,1635,1,2,1,13,1,1,0,9.44,1.49,Townhouse,790680.47
Old Town,2230,4,2,1,24,1,1,1,9.22,0.35,Apartment,918503.8
Downtown,1581,2,2,1,39,1,1,0,7.07,0.06,Villa,792183.37
Hillview,1975,3,3,3,18,2,1,0,8.25,1.42,Condo,1047370.35
Uptown,2525,5,2,2,7,0,1,0,7.42,0.67,Townhouse,1084921.29
Hillview,2156,4,3,1,14,0,1,1,5.59,0.63,Villa,992273.46
Suburban,1323,3,2,3,5,0,1,0,9.11,0.45,Condo,791791.74
Suburban,1377,1,1,2,18,0,0,1,8.01,0.09,Condo,658357.0
Riverside,1340,2,3,1,29,2,1,0,5.29,0.43,Apartment,703443.77
Old Town,2370,5,2,3,1,2,1,1,8.38,0.62,Apartment,1123468.45
Old Town,3235,2,3,3,31,1,0,1,6.42,0.8,Townhouse,1104521.61
Suburban,2849,4,2,2,9,2,1,0,5.35,0.71,Condo,1026180.38
Old Town,1057,3,2,1,26,0,1,1,8.03,1.32,Apartment,633706.08
Riverside,2882,2,3,1,32,0,0,0,8.66,1.37,Townhouse,976906.92
Hillview,2615,4,2,2,31,2,1,1,7.59,0.51,Condo,1123349.67
Uptown,1250,2,3,3,26,1,1,1,5.03,1.44,Condo,747763.75
Hillview,1933,2,2,3,27,1,1,0,7.88,1.3,Townhouse,907139.49
Downtown,2703,3,1,3,7,2,0,0,5.03,1.4,Condo,1018462.27
Lakeview,2403,4,1,3,5,0,0,0,9.63,1.07,Condo,1041771.85
Downtown,1380,5,3,2,15,2,1,0,6.34,0.34,Condo,879328.57
Lakeview,2436,4,2,2,24,2,0,1,9.36,0.33,Townhouse,1109850.09
Downtown,924,4,2,3,24,1,0,0,5.06,1.37,Condo,673137.62
Old Town,1977,4,3,3,31,1,1,0,5.49,0.79,Apartment,913737.09
Downtown,2726,2,2,2,12,0,0,0,7.26,1.34,Apartment,897138.38
Downtown,2110,2,2,1,34,0,1,1,8.79,1.09,Townhouse,860926.31
Hillview,1826,3,3,3,17,0,1,1,9.71,0.36,Townhouse,1018374.53
Uptown,2589,4,1,1,9,2,0,1,7.61,0.61,Condo,1008762.49
Downtown,2636,4,1,2,29,0,0,0,6.78,1.45,Townhouse,925623.86
Lakeview,2821,1,3,2,5,0,0,1,5.22,0.08,Apartment,1019461.38
Riverside,2581,4,1,3,16,0,0,1,7.92,1.09,Condo,999001.81
Riverside,2695,2,3,1,31,0,1,0,6.9,1.47,Apartment,862991.1
Riverside,2503,5,1,2,30,0,0,1,9.55,0.2,Apartment,1000254.37
Old Town,2246,4,1,2,10,0,1,0,7.4,0.44,Townhouse,935674.34
Suburban,2149,5,3,1,6,2,1,1,8.83,0.84,Condo,1015246.23
Riverside,1970,4,2,1,1,2,0,1,9.24,1.27,Townhouse,940251.29
Suburban,1433,3,3,2,3,1,1,1,5.49,0.78,Apartment,769823.68
Downtown,1575,1,2,3,33,2,0,0,7.2,0.14,Apartment,817101.4
Riverside,1945,2,1,2,31,1,0,1,9.47,0.23,Condo,851070.72
Hillview,2233,5,3,3,20,2,0,1,7.12,0.6,Villa,1190473.6
Uptown,2892,2,1,3,22,2,1,0,7.83,0.52,Townhouse,1096120.02
Riverside,2077,1,1,3,13,0,0,1,9.37,0.37,Villa,890703.85
Riverside,2652,2,3,3,7,1,1,0,6.16,1.27,Apartment,1013817.7
Uptown,2694,3,1,3,0,2,1,0,9.47,0.09,Townhouse,1174735.23
Hillview,1973,4,2,3,26,0,0,1,6.99,1.25,Townhouse,930095.29
Uptown,2427,5,2,1,1,1,1,0,7.97,1.39,Villa,1063248.9
Lakeview,1966,5,3,3,4,1,0,0,6.64,0.96,Townhouse,983142.01
Uptown,2827,3,1,1,31,0,1,0,7.64,0.96,Villa,1014466.1
Lakeview,2450,3,1,3,23,0,0,1,5.25,0.27,Townhouse,1016966.94
Riverside,1445,5,2,2,19,0,1,0,5.33,0.87,Condo,741398.67
Riverside,2189,1,2,3,8,2,0,0,7.07,0.59,Townhouse,945950.39
Riverside,3006,3,3,2,5,2,0,1,6.67,0.38,Villa,1205889.67
Suburban,2000,3,2,2,18,1,0,0,8.08,0.9,Apartment,868280.4
Uptown,2346,4,1,2,14,0,0,1,5.19,0.05,Townhouse,932432.95
Uptown,2400,5,3,2,21,0,0,1,5.84,0.45,Townhouse,996180.58
Uptown,1530,4,2,2,6,1,0,1,6.05,1.0,Villa,933042.32
Suburban,2381,4,3,2,9,0,0,1,7.2,0.71,Condo,1004283.1
Old Town,1333,4,3,2,4,1,0,0,6.23,0.26,Villa,844261.33
Suburban,1756,3,1,2,16,2,1,0,5.69,0.05,Villa,866074.38
Lakeview,2692,2,2,1,11,0,1,0,7.99,0.44,Townhouse,1014092.93
Suburban,2296,2,2,2,8,1,0,0,8.72,0.85,Apartment,927606.58
Suburban,1933,4,2,1,21,2,0,1,8.43,0.83,Townhouse,846980.83
Old Town,2346,4,1,1,19,1,1,1,6.38,0.24,Condo,869708.2
Lakeview,2067,2,2,2,8,2,1,1,9.27,0.94,Condo,988889.25
Lakeview,2107,5,2,1,27,2,1,0,8.06,1.5,Villa,993024.13
Downtown,2461,5,1,2,13,1,0,1,8.07,0.9,Villa,1087049.85
Riverside,1700,4,1,3,13,0,0,1,6.06,0.82,Villa,828048.0
Suburban,2122,2,1,3,19,2,0,1,6.21,0.95,Apartment,839631.44
Riverside,1928,5,3,1,5,1,0,1,7.37,1.33,Townhouse,904196.37
Old Town,1228,2,3,2,16,1,0,1,6.19,1.42,Villa,730698.63
Suburban,1594,3,2,2,23,0,0,0,8.44,0.11,Apartment,807523.14
Downtown,2963,5,2,3,5,2,1,0,6.54,0.35,Townhouse,1269923.09
Old Town,2312,3,1,2,22,0,1,1,5.76,0.22,Townhouse,862001.15
Downtown,1372,2,1,3,1,0,1,0,5.76,1.17,Apartment,728922.02
Suburban,1253,1,3,3,24,0,1,0,5.64,0.12,Villa,779494.06
Downtown,2038,2,1,1,1,1,1,1,7.2,1.36,Condo,820781.73
Downtown,2959,4,1,2,7,0,1,1,5.02,0.08,Townhouse,1062812.98
Old Town,1997,4,3,2,14,1,0,0,7.71,0.92,Condo,893071.7
Uptown,2819,2,2,2,24,0,0,0,6.49,0.45,Villa,995785.02
Uptown,2294,1,1,2,28,1,1,1,7.76,0.73,Villa,909030.18
Downtown,2359,4,2,1,18,2,1,1,9.68,0.69,Villa,1089697.05
Downtown,1365,1,3,2,5,1,1,0,9.35,1.14,Villa,846739.44
Riverside,2616,1,2,3,15,1,1,1,7.88,0.77,Apartment,1001292.32
Hillview,1916,3,2,1,31,0,0,0,7.09,0.66,Apartment,804700.22
Uptown,2575,3,2,2,3,0,0,1,8.49,1.11,Condo,1009287.77
Uptown,1652,2,2,3,28,2,0,0,9.62,1.39,Townhouse,883730.52
Riverside,2197,2,3,2,15,1,0,1,7.45,1.2,Townhouse,927797.55
Suburban,2294,2,1,3,0,0,0,1,5.5,1.12,Townhouse,895635.75
Downtown,2015,2,1,2,27,1,1,1,8.83,0.76,Villa,898912.17
Suburban,2322,1,1,1,1,0,0,1,5.05,1.36,Condo,725591.92
Downtown,1953,1,2,3,14,0,0,0,8.82,0.76,Villa,923354.36
Lakeview,1743,2,2,1,7,1,1,0,5.42,1.4,Townhouse,751719.75
Suburban,2983,1,2,1,23,1,1,0,5.53,1.21,Townhouse,891206.2
Uptown,2677,2,3,1,2,1,0,0,8.91,0.27,Apartment,996567.92
Old Town,1682,3,2,3,3,2,0,0,8.45,0.12,Apartment,920101.0
Old Town,2413,1,1,3,21,0,1,0,7.81,1.12,Apartment,811421.68
Old Town,1692,4,2,1,39,0,1,1,9.1,1.04,Villa,837970.93
Uptown,1448,4,2,2,1,1,1,0,9.26,0.92,Apartment,873540.69
Downtown,2669,3,2,2,18,2,1,0,7.29,1.47,Apartment,991524.66
Downtown,1163,4,2,1,32,2,0,1,9.98,0.84,Condo,818953.98
Riverside,2610,5,3,3,11,2,0,1,6.79,0.55,Villa,1184603.78
Riverside,1961,1,1,3,19,0,1,0,5.86,0.87,Condo,753887.93
Old Town,1984,1,1,2,33,2,1,1,9.23,0.09,Villa,859788.83
Uptown,2325,2,2,2,29,2,0,0,7.08,0.89,Condo,962437.66
Hillview,2420,4,1,3,11,1,1,1,9.37,1.36,Condo,1122221.64
Suburban,1646,5,1,2,30,1,0,0,5.31,0.06,Condo,740240.15
Riverside,2495,5,2,2,27,1,0,1,5.56,1.28,Villa,988305.69
Uptown,2162,3,2,2,20,1,0,1,5.2,1.21,Apartment,872505.34
Suburban,1409,3,2,2,17,2,0,0,8.01,0.2,Villa,846527.65
Old Town,2007,3,1,2,37,0,0,1,9.16,1.28,Townhouse,810077.12
Old Town,2860,1,3,1,34,1,0,0,7.01,1.16,Townhouse,899860.05
Uptown,3022,3,2,2,39,2,0,1,5.45,0.76,Townhouse,1088948.8
Uptown,2495,3,1,2,27,1,1,0,6.87,0.41,Condo,930675.86
Old Town,1445,2,1,1,14,2,1,1,6.74,0.47,Apartment,694116.49
Riverside,2370,4,1,2,4,0,0,1,8.22,0.94,Villa,966696.81
Riverside,2568,5,2,2,5,0,1,1,8.26,0.41,Villa,1109743.55
Riverside,2499,2,2,2,38,2,0,0,5.52,0.52,Apartment,858401.22
Suburban,2532,5,2,3,14,0,1,0,7.1,1.4,Townhouse,1013846.3
Hillview,2300,1,2,2,4,1,0,0,8.21,1.11,Apartment,903681.56
Suburban,2060,5,3,2,8,0,0,1,6.29,1.12,Condo,938789.48
Hillview,1765,4,3,1,0,2,0,1,7.04,1.44,Apartment,897418.5
Uptown,1056,2,2,3,21,0,1,1,8.07,0.06,Apartment,781942.58
Lakeview,2287,4,3,1,23,1,1,1,7.01,0.4,Apartment,998698.7
Downtown,2202,2,3,2,15,2,0,0,5.15,1.0,Condo,850132.28
Uptown,2407,4,3,1,29,1,1,1,6.11,0.69,Condo,921136.34
Downtown,1364,1,1,3,19,1,1,1,8.88,0.21,Condo,805953.06
Riverside,2455,2,2,2,38,2,1,1,6.24,1.18,Condo,925864.0
Suburban,3230,2,2,1,30,1,1,1,9.09,0.12,Condo,1070528.37
Suburban,2143,1,1,1,3,2,0,1,7.33,0.84,Villa,834538.53
Suburban,2066,2,1,3,10,2,1,1,7.36,0.87,Apartment,905272.17
Downtown,2270,4,2,2,30,1,1,1,8.85,0.97,Villa,1034622.86
Uptown,3218,4,2,1,21,2,0,0,6.92,0.51,Apartment,1128515.08
Downtown,1537,3,3,3,30,1,0,1,6.19,0.08,Apartment,899335.5
Riverside,2212,1,3,1,13,2,1,0,5.53,1.34,Townhouse,827724.64
Hillview,1660,2,1,2,1,1,1,1,8.36,1.4,Apartment,820551.89
Lakeview,1799,5,3,1,31,1,1,1,7.35,0.75,Villa,982524.98
Uptown,2073,2,2,1,31,1,1,1,9.05,0.08,Villa,966356.11
Downtown,2841,1,2,1,25,1,0,0,7.29,0.89,Apartment,953894.95
Lakeview,3091,3,3,1,16,1,0,0,7.07,0.51,Townhouse,1117476.31
Hillview,2346,1,2,3,0,0,1,0,6.49,0.31,Condo,995898.62
Suburban,1893,2,1,2,29,1,1,1,6.0,0.29,Townhouse,773337.92
Old Town,3471,5,1,3,26,1,0,0,9.15,0.31,Apartment,1194238.15
Lakeview,1865,2,2,1,26,1,1,1,5.48,0.53,Condo,753504.39
Riverside,1786,4,1,3,6,1,1,0,9.51,0.46,Villa,1003862.66
Suburban,1124,3,1,1,29,1,0,1,5.13,1.26,Villa,620908.1
Lakeview,2868,2,3,1,28,0,1,1,7.61,0.77,Condo,958155.37
Lakeview,2633,4,1,1,34,1,1,1,5.29,0.67,Condo,950847.16
Lakeview,3430,3,1,3,22,1,1,1,8.9,0.26,Villa,1325705.26
Lakeview,1336,2,2,3,29,2,0,0,6.06,1.32,Villa,843760.94
Lakeview,2902,2,1,3,16,1,0,1,7.83,0.13,Condo,1091663.47
Old Town,2139,5,1,3,27,0,1,0,9.58,0.4,Apartment,976548.0
Suburban,2543,1,3,1,27,0,0,0,8.25,0.95,Villa,902572.61
Hillview,1194,5,2,3,31,2,1,0,5.89,1.07,Townhouse,872495.94
Suburban,2907,3,3,2,34,0,0,0,8.98,1.21,Villa,1060513.55
Old Town,2533,5,2,2,0,0,1,1,7.21,0.64,Villa,1071065.93
Hillview,2079,2,2,2,31,1,0,0,5.07,0.55,Apartment,859150.9
Lakeview,2455,3,1,2,31,1,1,1,7.43,0.47,Villa,1033399.45
Riverside,1679,4,2,1,21,1,1,0,9.06,0.87,Villa,880522.62
Suburban,1781,2,1,1,20,0,1,1,7.15,0.56,Condo,742424.22
Uptown,1845,2,3,2,28,2,0,1,8.79,0.53,Villa,988769.25
Downtown,1081,3,1,2,18,0,0,0,8.53,0.07,Apartment,673645.1
Old Town,2574,4,1,3,16,2,1,0,7.28,1.43,Condo,1015421.08
Uptown,2755,2,2,2,32,1,0,0,6.62,0.14,Villa,1080171.94
Old Town,1714,4,2,1,31,0,0,0,8.63,0.44,Condo,793539.59
Riverside,2292,4,1,2,8,1,1,0,6.84,1.39,Apartment,913034.69
Uptown,1954,1,2,2,33,0,0,1,5.85,1.12,Apartment,695716.06
Riverside,2281,5,1,3,13,2,1,0,6.6,0.89,Condo,995484.18
Hillview,1755,1,3,2,5,0,0,1,9.38,1.01,Apartment,854484.99
Old Town,1614,4,2,2,35,1,1,0,6.42,0.19,Apartment,785441.71
Downtown,2679,3,3,3,9,0,0,0,6.17,1.22,Townhouse,1086226.62
Old Town,2065,4,3,2,8,1,1,1,5.67,0.41,Villa,953086.46
Downtown,3212,4,2,3,10,1,0,1,5.28,1.44,Villa,1239215.05
Lakeview,2125,4,3,3,19,0,1,1,9.88,0.39,Villa,1146141.8
Hillview,1591,4,1,3,6,2,0,1,7.68,0.96,Villa,960207.47
Riverside,2775,5,3,3,6,0,0,0,8.65,0.84,Villa,1217830.12
Old Town,2447,4,2,2,15,0,0,1,8.86,0.26,Villa,1062367.61
Hillview,2500,5,3,1,8,1,0,0,6.76,0.58,Apartment,1045648.67
Suburban,2755,3,1,2,7,0,0,1,8.99,1.18,Apartment,950863.61
Riverside,1741,2,1,1,36,1,1,1,9.81,0.36,Apartment,794530.7
Riverside,2030,2,3,2,23,2,1,0,8.71,1.45,Townhouse,904161.06
Suburban,2006,4,2,3,0,0,1,1,8.56,0.48,Townhouse,985148.85
Uptown,1390,3,1,2,4,1,1,0,7.16,0.96,Apartment,757828.25
Downtown,1955,1,2,1,32,0,0,0,9.21,0.95,Villa,787200.91
Uptown,2835,2,1,1,10,0,1,0,5.44,0.73,Townhouse,937218.71
Riverside,2231,5,2,3,6,0,0,0,8.75,1.0,Apartment,992925.81
Old Town,1360,4,3,3,26,0,0,1,6.81,1.13,Villa,829088.59
